mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.4101311683654785,0.017575609888486277,0.0025661945343017577,0.0013654890197762606,0.01,0.01,6,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.9140425432762556,0.8934044124841135,0.9154854138563188,0.9031583558195886,0.8710666616942658,0.8994314774261085,0.016284901142216177,12,-4.766835616338102,-5.312494918109282,-4.976173183477479,-5.064127742553084,-6.254261027953345,-5.274778497686258,0.5200679571925401,11
0.021980667114257814,0.000687257616412871,0.0016152381896972657,0.0005372324605746147,0.01,0.1,3,100,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.9243578970338009,0.8887883564752614,0.9160084098866144,0.8963212640071166,0.8625025831093167,0.897595702102422,0.021752992509585695,13,-4.471674614179173,-5.426303032030846,-4.960752427754372,-5.239844779049964,-6.4586337687847575,-5.311441724359822,0.6576565382423029,13
0.017946290969848632,0.0012214740297074474,0.0012090206146240234,0.00041663707752210335,0.1,0.1,3,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.9243578970338009,0.8887883564752614,0.9160081201061361,0.8963212640071166,0.8625025831093167,0.8975956441463264,0.02175294345320237,14,-4.471674614179173,-5.426303032030846,-4.960760985325255,-5.239844779049964,-6.4586337687847575,-5.311443435873999,0.6576556256013942,14
0.15390934944152831,0.005522478760778469,0.0023010730743408202,0.0007436930259773222,0.01,0.1,9,500,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.9024807923564351,0.8773351030304362,0.917732303690137,0.900688937636073,0.8832869478906697,0.8963048169207501,0.01446247098835918,15,-5.077307643690724,-5.698874105249851,-4.90957976178548,-5.128287789181467,-5.950495106902161,-5.3529088813619365,0.3999381498726806,15
0.1304636001586914,0.004690973291945699,0.0017725467681884766,0.000512691458584004,0.01,0.1,9,200,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",0.9024807803363394,0.8773351068910158,0.9177323090105981,0.9006889310299732,0.8832869525744642,0.8963048159684781,0.014462469281864586,16,-5.077307956602012,-5.698874015570743,-4.909579603027977,-5.128287959746458,-5.950494987502937,-5.352908904490024,0.3999380715873147,16
0.11979985237121582,0.009433683681704164,0.0019364356994628906,0.0005016164405351936,0.01,0.1,9,100,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",0.902135283603845,0.877081920188628,0.9174759847933808,0.900521971724101,0.8831424812393408,0.8960715283098593,0.014439472337681104,17,-5.0862940946512705,-5.704752369620692,-4.917222125951625,-5.132596924734468,-5.9541767099196665,-5.359008444975544,0.398641335055209,17
0.09405336380004883,0.0024731716951233423,0.0010242938995361328,3.919050312510042e-05,0.1,0.1,9,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",0.9001389849860475,0.8744959113841054,0.9201261239732291,0.9019804738028075,0.8822658876654116,0.8958014763623202,0.016036344547546783,18,-5.1379087276644775,-5.764449660639812,-4.837623127679125,-5.094832077763542,-5.9764672799467755,-5.3622561747387465,0.4326897596617993,18
0.09976153373718262,0.0037873203403222698,0.0017745494842529297,0.000389443360948898,0.1,0.1,9,200,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",0.9001376206040953,0.874496093240517,0.9201267872000193,0.9019800834036376,0.8822664289096795,0.8958014026715897,0.016036302184057737,19,-5.137943826676815,-5.76444548427185,-4.837603043215474,-5.0948422237839885,-5.9764535424992715,-5.36225762408948,0.43268506013765623,19
0.12529449462890624,0.004673581460889175,0.0016054153442382813,0.0004935153232000049,0.1,0.1,9,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.9001376326653256,0.8744960822236323,0.9201267816718717,0.9019800741287708,0.8822664289096795,0.895801399919856,0.016036303371833732,20,-5.137943516400183,-5.764445737276844,-4.8376032106244375,-5.094842464826744,-5.9764535424992715,-5.362257694325496,0.4326850689498639,20
0.5745409011840821,0.014125401268175942,0.003105354309082031,0.0005587982494156199,0.1,0.01,9,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.8987452493742025,0.8784509565633344,0.9184634443679088,0.9030102770283627,0.8792980603292536,0.8955935975326124,0.015148495704133916,21,-5.1736387547138065,-5.672894232676171,-4.887714529406975,-5.067997996302299,-6.0513254958185545,-5.370714201783561,0.4285578189819557,21
0.7166625499725342,0.08306183805280558,0.004008865356445313,0.000554795117637189,0.01,0.01,9,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.8969549257517465,0.877598416534654,0.9164939449328323,0.9024892484511982,0.8788061403777694,0.89446853520964,0.014734613454605432,22,-5.219176876369421,-5.692754193570158,-4.946393191521766,-5.081592400489179,-6.06364402594257,-5.400712137578618,0.41616473024178624,22
0.036849021911621094,0.0016607525961095928,0.0013240814208984376,0.00040760972414439215,0.01,1,3,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.9246391889233181,0.8836057683512395,0.8877872134781757,0.8987802680103479,0.8078444587103746,0.8805313794946912,0.03904870863778113,23,-4.463352414464972,-5.551299295015699,-5.733909386776086,-5.177333803506383,-7.6351899458190005,-5.712216969116428,1.055457512614133,23
0.08529772758483886,0.00567107573392654,0.0014473438262939454,0.0006357175682220558,0.01,1,3,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9236468141769146,0.8803169265117611,0.88597609938802,0.8975692484840931,0.8086734263743133,0.8792365029870204,0.03829909281728652,24,-4.492643711361751,-5.629181873588858,-5.779996809904883,-5.208213208244348,-7.618702868361552,-5.7457476942922785,1.0374906835510895,24
0.019248342514038085,0.0015309097504697694,0.0012095451354980468,0.0004096810596460849,0.1,1,3,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9180542402311364,0.8751670693184523,0.8900063506138521,0.8947655157560042,0.8181582019868519,0.8792302755812594,0.033499479189339085,25,-4.654270711792525,-5.749015731695932,-5.676928934377712,-5.279011566172633,-7.42745873680646,-5.757337136169053,0.9210202791581297,25
0.03502659797668457,0.0013841242910994551,0.0010146141052246095,1.2761609176470239e-05,0.1,1,3,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.9203832651111339,0.8754432889539182,0.8834189465831774,0.8974292867033666,0.8183470638986198,0.8790043702500432,0.03395046121703285,26,-4.587653180575062,-5.7426517440969365,-5.8444498925773365,-5.211770255048736,-7.423600634624055,-5.7620251413844255,0.9433909295872758,26
0.06144218444824219,0.004097094509941377,0.0016002178192138672,0.0004885831473286399,0.1,1,3,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9203832715461144,0.8754432932749621,0.8837582249887327,0.8974292867033666,0.8179148073812642,0.8789857767788881,0.03411423276520702,27,-4.587652995177737,-5.7426516444866875,-5.8359393312146,-5.211770255048736,-7.432427888232058,-5.7620884228319635,0.9463629678105661,27
0.019397640228271486,0.001651656036344978,0.0013268947601318359,0.0005153136082420836,0.01,1,3,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9199642871888974,0.875802723675461,0.887827205665091,0.8947655157560042,0.8140108649381343,0.8784741194447175,0.035318469309962595,28,-4.599708455555714,-5.73435994002245,-5.73288752457066,-5.279011566172633,-7.511681696721124,-5.771529836608516,0.9640272736339849,28
0.1367699146270752,0.0044384519672784435,0.002466154098510742,0.0007508367500124177,0.01,0.01,3,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.902845131138805,0.8661795898570264,0.8929928345162821,0.860874962434653,0.8359111951516721,0.8717607426196876,0.023882547879032597,29,-5.067814174828857,-5.95237237033224,-5.599330236635816,-6.069825731321608,-7.0555823508280024,-5.9489849727893045,0.6538948126663361,29
0.0912322998046875,0.00858728461444225,0.0018718242645263672,0.00028161035308607254,0.1,0.01,3,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.9028449072476854,0.8661795898570264,0.8929357443969799,0.860874962434653,0.8359089732658879,0.8717488354404466,0.023873014573695214,30,-5.067820014155025,-5.95237237033224,-5.6008237058081605,-6.069825731321608,-7.055630119611104,-5.949294388245628,0.6537499396298653,30
0.3933753967285156,0.01021322348608729,0.002991199493408203,0.0005246971007726089,0.01,0.01,9,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.8634382715383468,0.8189460133062856,0.8828600326545907,0.8619229856588826,0.8441532426761252,0.8542641091668461,0.02149487381151513,31,-6.00831784950904,-6.9236157928540285,-5.858442898246132,-6.046920639368598,-6.876101431847128,-6.342679722364986,0.4595175812021592,31
0.27591772079467775,0.02098975148350576,0.00288538932800293,0.0011186064892737234,0.1,0.01,9,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.8623561867026357,0.8180525464251188,0.8828219437103781,0.8617616160352087,0.8435359658887923,0.8537056517524266,0.02173501876178638,32,-6.032075169186444,-6.94067813040716,-5.859395279289339,-6.050453104129611,-6.889705382682674,-6.354461413139045,0.46294288322836596,32
0.1828916549682617,0.013303290850676077,0.0026320457458496095,0.0006220183383301146,0.01,0.01,6,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.8686568212035849,0.8217126746704089,0.8718629437868168,0.8523468133847568,0.8336774857346146,0.8496513477560365,0.019481079414758587,33,-5.892399153484216,-6.870512730737442,-6.127270071461028,-6.253094430573341,-7.103443165779499,-6.449343910407106,0.45992649182875955,33
0.10643377304077148,0.002869740158462616,0.0015883445739746094,0.0005056051017212978,0.1,0.01,6,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.8691738365487367,0.8218014222700201,0.8712217677288273,0.8508047973018669,0.8333857842619721,0.8492775216222845,0.019427965450778337,34,-5.880790386571403,-6.868802521080725,-6.142580851413366,-6.285661718747722,-7.109669554058766,-6.457501006374396,0.45951960444680395,34
0.0242891788482666,0.003509713945087253,0.001804685592651367,0.0004028783463635328,0.1,1,6,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 100}",0.8883150988390726,0.7872274006672955,0.8629510262000097,0.8494318542442398,0.8226036786565499,0.8421058117214335,0.034685631825098935,35,-5.4335745374830235,-7.505623292954034,-6.336764188387779,-6.314516844794346,-7.336107625841791,-6.585317297892194,0.7579277222646863,35
0.031241559982299806,0.0019406284581290883,0.0015111923217773437,0.0006397548884811276,0.1,1,6,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 200}",0.8883150988390726,0.7872274003426207,0.8629510261740696,0.8494318484032649,0.8226036825463939,0.8421058112610844,0.0346856312405655,36,-5.4335745374830235,-7.505623298680537,-6.33676418898748,-6.314516967273552,-7.336107545410828,-6.585317307567084,0.7579276989291821,36
0.05492806434631348,0.002473044716205216,0.0013737678527832031,0.0004446161451068021,0.1,1,6,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 500}",0.8883150988390726,0.7872273993685577,0.8629510261317367,0.8494318354232784,0.8226036942158914,0.8421058107957073,0.03468562968315307,37,-5.4335745374830235,-7.505623315860736,-6.336764189966157,-6.3145172394504465,-7.336107304118642,-6.585317317375801,0.7579276357839585,37
0.02862262725830078,0.0011804247787652055,0.001516866683959961,0.00045476211020371724,0.01,1,6,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 100}",0.8882961688153989,0.7659601952816679,0.8639081976687257,0.8454370837001617,0.8299541648848714,0.8387111620701653,0.0412509143826343,38,-5.434034999620085,-7.871795033017266,-6.314596939577881,-6.397734698608207,-7.182512474809495,-6.640134829126586,0.8283199753630632,38
0.036964035034179686,0.0024446908575961566,0.0012420654296875,0.0004351710477959614,0.01,1,6,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 200}",0.8882961688153989,0.7659601950169583,0.8639081979729495,0.8454370783564711,0.8299541573597716,0.8387111595043099,0.04125091465840745,39,-5.434034999620085,-7.871795037468944,-6.314596932519961,-6.397734809202376,-7.182512633734653,-6.640134882509204,0.8283199915814331,39
0.06509671211242676,0.00867498963500164,0.0015570163726806641,0.00046955907180166957,0.01,1,6,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 500}",0.8882961688153989,0.765960194222827,0.863908198584368,0.8454370674801271,0.8299541548764837,0.838711156795841,0.04125091476396899,40,-5.434034999620085,-7.871795050824019,-6.314596918335193,-6.397735034301521,-7.18251268618006,-6.640134937852176,0.8283199903615631,40
0.026528167724609374,0.002152861483472463,0.0012704849243164063,0.00040507574512812367,0.01,1,9,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.8698676196801771,0.8123657524788567,0.8816340920659113,0.8113987062347964,0.7843820451188477,0.8319296431157179,0.03734932816686067,41,-5.8651764734340235,-7.048309541135173,-5.88901918031157,-7.067176029300702,-8.087901444979739,-6.791516533832242,0.8360803818417107,41
0.038238525390625,0.002635349658225058,0.001218557357788086,0.00040501690418275716,0.01,1,9,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.8698676153943181,0.8123657524788567,0.8816340920659113,0.8113987062347964,0.7843820451188477,0.8319296422585459,0.03734932729617935,42,-5.865176570017667,-7.048309541135173,-5.88901918031157,-7.067176029300702,-8.087901444979739,-6.791516553148969,0.8360803604396309,42
0.06251444816589355,0.005794320206474211,0.001322031021118164,0.0004703330148614601,0.01,1,9,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 500}",0.8698676153943181,0.8123657524788567,0.8816340920659113,0.8113987062347964,0.7843820451188477,0.8319296422585459,0.03734932729617935,42,-5.865176570017667,-7.048309541135173,-5.88901918031157,-7.067176029300702,-8.087901444979739,-6.791516553148969,0.8360803604396309,42
0.06181659698486328,0.003717876861497569,0.001150798797607422,0.0008389401113027502,0.1,1,9,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 500}",0.8728475509635222,0.8215404454613839,0.8666490565062317,0.8136260026693786,0.7793963581196501,0.8308118827440332,0.03486020832280844,44,-5.797633551901163,-6.873830457713386,-6.250686222179412,-7.025322008194113,-8.180874459306901,-6.825669339858995,0.8082357037353329,44
0.029455852508544923,0.0015657923872636691,0.00116729736328125,0.00032517444927655255,0.1,1,9,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.8728475506441595,0.8215404523356301,0.866649049791896,0.8136260026693786,0.7793963581196501,0.8308118827121429,0.034860206499632077,45,-5.797633559181982,-6.873830325323716,-6.2506863795431435,-7.025322008194113,-8.180874459306901,-6.8256693463099705,0.8082356779155268,45
0.0241976261138916,0.00449855816408059,0.0015334606170654297,0.00044282949088361777,0.1,1,9,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.872847546081821,0.8215404567993603,0.8666490452551536,0.8136260026693786,0.7793963581196501,0.8308118817850726,0.0348602042291344,46,-5.797633663194001,-6.8738302393576705,-6.250686485870672,-7.025322008194113,-8.180874459306901,-6.825669371184672,0.8082356353030065,46
0.03605241775512695,0.0039022157889096014,0.00118408203125,0.0003020585791794424,0.1,0.01,3,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.8035484474820572,0.7538238395326372,0.7916042282926355,0.7509713611043872,0.7410012097596923,0.7681898172342819,0.024659863346892314,47,-7.206362915925825,-8.073315239215278,-7.814012532546942,-8.12078892554176,-8.86425532749777,-8.015746988145514,0.5348109350101378,47
0.06103777885437012,0.007084169837219487,0.00210423469543457,0.0007093431296352207,0.01,0.01,3,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.8035484474820572,0.7538238395326372,0.7916042282926355,0.7509713611043872,0.7410012097596923,0.7681898172342819,0.024659863346892314,47,-7.206362915925825,-8.073315239215278,-7.814012532546942,-8.12078892554176,-8.86425532749777,-8.015746988145514,0.5348109350101378,47
0.1929619789123535,0.011989276991535645,0.0019329547882080077,0.0011490247612997303,0.01,0.01,9,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.7354090851435253,0.6811859820745823,0.7553001580753996,0.719868019449901,0.7136902423445106,0.7210906974175837,0.024592484253837622,49,-8.363265053690787,-9.187505627947983,-8.467330201443698,-8.613009395306111,-9.319904537722914,-8.790202963222297,0.38893534805443125,49
0.1143796443939209,0.007253293999120134,0.0023029327392578127,0.00038693246121040373,0.1,0.01,9,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.7351056934910911,0.680480930339567,0.7549012186032209,0.7197304044372541,0.7134303350399991,0.7207297163822264,0.024692527825738813,50,-8.368058524896158,-9.197659023127805,-8.474229626773699,-8.615124708707613,-9.32413380640432,-8.795841137981919,0.38977971018044194,50
0.09222426414489746,0.004698252100984144,0.0029660701751708985,0.0005876590469472728,0.01,0.01,6,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.7365167573256626,0.6736364446260623,0.7428114187479744,0.7202121156193079,0.7121880425811233,0.7170729557800262,0.024335065634529675,51,-8.345740884818547,-9.295649536524714,-8.68071490675329,-8.607717935545926,-9.344322221528216,-8.854829097034138,0.3961001550127733,51
0.05292954444885254,0.005072485062791042,0.0013140201568603515,0.0004555483350234133,0.1,0.01,6,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.7365281225387694,0.6736335049996218,0.7422786612570367,0.7202974989437945,0.7121204929577336,0.7169716561393912,0.024230931657048222,52,-8.345560888273818,-9.295691400383555,-8.689701159879867,-8.606404419673604,-9.3454187159561,-8.85655531683339,0.3958178899289491,52
0.02107410430908203,0.0018422957877673486,0.0012026309967041015,0.0006076412710096441,0.1,0.01,3,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.6409563081695977,0.5920283225609133,0.6183856377517114,0.5854568211419884,0.5999616861484189,0.607357755154526,0.020098861710508023,53,-9.742312303787475,-10.39307163967638,-10.574065774589236,-10.47751911365922,-11.016513812931562,-10.440696528928775,0.4100530353486324,53
0.030435657501220702,0.0008353625593307587,0.0024059295654296877,0.0004225684621768902,0.01,0.01,3,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.6409563081695977,0.5920283225609133,0.6183856377517114,0.5854568211419884,0.5999616861484189,0.607357755154526,0.020098861710508023,53,-9.742312303787475,-10.39307163967638,-10.574065774589236,-10.47751911365922,-11.016513812931562,-10.440696528928775,0.4100530353486324,53
0.8310257434844971,0.05606230320789758,0.0045013427734375,0.0007094771128061712,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5279844960416742,0.4738903012374299,0.5444030907545577,0.5063059187049262,0.5068173376351108,0.5118802288747397,0.023736151201487383,55,-11.170343513895295,-11.80231136362181,-11.553672064748385,-11.43411446116097,-12.23199485299721,-11.638487251284733,0.3597804956193831,55
0.5061103820800781,0.009898217198701991,0.002493000030517578,0.000444063307529631,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5280037128696169,0.47389808754845375,0.5444027049091603,0.5062785600053301,0.5067821270027968,0.5118730384670716,0.023738956681294533,56,-11.170116126497613,-11.802224027456644,-11.55367695715454,-11.434431274933704,-12.232431495056042,-11.638575976219709,0.35993960471974923,56
0.38094725608825686,0.013318397668147679,0.0036122798919677734,0.0011924157849760235,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5179064003261508,0.46868279967828474,0.5299037017477128,0.5015579607602855,0.5046509733290592,0.5045403671682986,0.020574847320796178,57,-11.288963785802226,-11.860577935127312,-11.736080172129961,-11.4889650195866,-12.258830671480887,-11.726683516825398,0.3314529388760112,57
0.23580026626586914,0.0025929525463229217,0.002648067474365234,0.0005004710128686495,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5177211968519596,0.4686808875434789,0.5299080485942562,0.5015468242240722,0.5046434016196697,0.5045000717666873,0.02055295408403159,58,-11.291131989813215,-11.860599277372083,-11.73602591190961,-11.489093366064482,-12.258924362942464,-11.72715498162037,0.3308939801719252,58
0.10531134605407715,0.007617100895164751,0.0022872447967529296,0.0004205041571583304,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",0.43256306645158715,0.39843999455019774,0.42390674286376506,0.4015729625396961,0.4127937084320161,0.41385529496745244,0.012966313751465671,59,-12.247492915591451,-12.62026258233034,-12.99200107911885,-12.588650565939906,-13.347156088440935,-12.759112646284297,0.37686165152244844,59
